EMPIN,TOTINC,INCTAX,CIP,HRSWRK,NOCS,HHSIZE,CF_RP,COW,MODE,YEAR,CITIZEN,AGEGRP,CFSTAT,POWST,GENSTAT,LFTAG,PR,ATTSCH,CMA,KOL,MARSTH,EFSIZE,SEX,CFSIZE,BEDRM,ROOM,CONDO,REPAIR,DTYPE,PID,SIM_HH_ID
10970.876,22771.152,2877.7388,13,0,7,2,2,1,9,2025,1,10,1,9,4,4,2,1,999,2,1,2,1,2,2,3,0,3,3,dcbafbb7,475
99970.875,115771.16,22877.738,8,7,7,4,1,1,2,2025,1,9,1,4,4,1,2,1,999,3,1,4,2,4,3,3,0,1,1,b540a44b,476
58970.875,102771.16,12877.738,6,3,7,2,2,3,2,2025,2,7,4,4,1,1,5,1,933,1,1,2,1,2,2,4,0,1,1,d7d6aa64,476
48970.875,58771.152,11877.738,8,4,8,2,2,1,2,2025,1,5,1,6,4,1,2,1,462,3,1,2,2,2,2,3,0,1,1,a4475cec,476
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,2,3,9,4,99,5,9,933,1,1,3,2,3,2,2,1,2,2,353bf0ec,476
120970.875,196771.16,35877.74,6,5,3,2,1,1,9,2025,1,13,1,1,2,1,3,1,999,1,2,2,2,2,2,3,0,1,1,99cf999b,477
47970.875,56771.152,7877.739,11,7,8,2,2,1,2,2025,1,5,1,5,4,1,2,1,999,3,1,2,2,2,2,3,0,1,1,70a3d5a0,477
61970.875,69771.16,11877.738,13,8,8,5,1,1,2,2025,1,9,1,4,2,1,3,1,535,1,2,5,2,5,2,2,0,1,1,e407541f,478
10970.876,30771.152,2877.7388,1,0,99,2,2,9,9,2025,1,12,1,9,4,13,1,1,999,1,2,2,1,2,1,1,0,1,2,9aed2460,478
10970.876,16771.152,2877.7388,99,99,99,5,2,9,9,2025,1,1,3,9,2,99,3,9,535,1,1,5,1,1,1,1,0,1,3,bc12a02a,478
50970.875,64771.152,7877.739,2,4,10,2,2,1,7,2025,1,7,1,4,4,1,3,1,999,3,1,2,2,2,2,4,0,2,1,56199fb8,478
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,2,4,9,4,99,4,9,835,1,1,3,1,3,2,2,1,1,2,8e16ee60,478
65970.875,98771.16,18877.738,10,5,4,2,1,2,2,2025,2,11,1,6,1,1,3,1,999,1,2,2,2,2,2,1,0,1,2,21e80ed4,479
10970.876,35771.152,3877.7388,10,0,99,2,2,9,9,2025,1,12,1,9,4,13,3,1,999,1,2,2,1,2,2,1,0,1,1,3ad85483,479
10970.876,33771.152,2877.7388,13,0,99,2,1,9,9,2025,1,12,2,9,4,13,1,1,999,3,3,2,1,2,2,3,1,1,2,ef634b36,480
10970.876,39771.152,3877.7388,13,0,99,2,2,9,9,2025,1,13,1,9,4,13,5,1,999,1,2,2,2,2,2,2,0,1,1,ce37bcdb,480
10970.876,26771.152,2877.7388,5,0,99,2,1,9,9,2025,1,12,1,9,4,13,2,1,999,2,1,2,1,2,2,3,0,3,3,d2896d07,481
38970.875,49771.152,5877.739,5,4,5,4,2,1,2,2025,1,7,1,4,4,1,2,2,462,3,2,4,1,4,3,2,0,2,1,6f7d03e1,481
190970.88,156771.16,28877.738,4,5,2,4,1,1,6,2025,2,9,1,4,1,1,4,1,825,1,2,4,2,4,2,4,0,1,1,0117b96c,482
10970.876,37771.152,3877.7388,8,0,99,2,2,9,9,2025,3,12,1,9,1,13,4,1,825,1,2,2,2,2,2,3,1,3,3,0019b950,482
-9029.124,5771.1523,2877.7388,99,99,99,3,2,9,9,2025,1,1,4,9,4,99,3,9,999,1,1,3,1,1,2,2,0,2,1,7f9b2565,482
10970.876,20771.152,2877.7388,13,0,99,2,2,9,9,2025,1,12,1,9,4,13,2,1,999,2,1,2,1,2,2,2,0,2,2,7ecf516f,482
54970.875,87771.16,17877.738,8,0,3,2,1,1,2,2025,1,12,2,6,4,2,3,1,535,1,1,2,2,2,1,1,0,1,2,72c8a244,483
62970.875,62771.152,5877.739,13,5,5,2,2,1,5,2025,1,9,1,5,4,1,4,1,999,1,2,2,1,2,2,2,0,1,2,d1b0cdcb,483
190970.88,446766.16,97877.74,10,5,1,2,1,1,2,2025,1,12,1,4,3,1,5,1,999,1,2,2,2,2,2,4,0,2,1,afcf77ff,484
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,2,99,3,9,535,1,1,4,1,4,2,2,0,3,1,e1c03c9e,484
10970.876,31771.152,2877.7388,1,0,99,4,1,9,9,2025,2,13,2,9,1,14,3,1,535,1,3,4,1,2,2,4,0,1,1,add52b2c,485
22970.875,76771.16,11877.738,10,0,99,2,2,9,9,2025,1,12,1,9,2,13,2,1,462,3,2,2,1,2,2,2,0,2,1,36fbe456,485
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,3,9,4,99,3,9,999,1,1,3,2,3,2,4,0,1,1,d8962f9b,485
23970.875,45771.152,3877.7388,8,2,7,3,2,1,6,2025,3,8,1,6,1,1,4,1,835,1,1,3,2,3,2,2,0,1,2,75d784e7,485
102970.875,106771.16,21877.738,8,5,2,3,1,1,9,2025,3,7,1,1,4,1,3,1,999,1,2,3,2,3,2,4,0,1,1,30c7fc09,486
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,2,9,462,2,1,4,1,4,3,4,0,1,1,ca2b0bf7,486
35970.875,40771.152,3877.7388,5,5,7,2,2,1,7,2025,3,7,1,4,1,1,5,1,933,1,2,2,1,2,1,1,0,2,2,a848e598,486
10970.876,51771.152,7877.739,1,0,99,2,1,9,9,2025,1,12,1,9,4,13,4,1,999,1,2,2,2,2,2,3,0,1,1,bf804ca9,487
10970.876,16772.152,2877.7388,99,99,99,6,2,9,9,2025,1,2,3,9,2,99,3,9,999,1,1,6,2,6,1,4,0,2,3,16b3de69,487
10970.876,42771.152,3877.7388,9,0,99,2,1,9,9,2025,1,12,1,9,4,13,2,1,999,2,2,2,2,2,2,2,0,1,2,18eb764f,488
45970.875,67771.16,12877.738,10,2,7,3,2,1,2,2025,1,11,1,6,4,1,2,1,462,3,1,3,1,2,3,4,0,1,1,d8ac88af,488
11970.876,49771.152,8877.738,5,0,99,2,1,9,9,2025,1,11,1,9,4,13,2,1,999,2,2,2,2,2,2,2,0,2,2,868446c2,489
10970.876,16771.152,2877.7388,99,99,99,5,2,9,9,2025,1,1,3,9,4,99,5,9,933,1,1,5,2,5,2,3,0,2,1,70b8b99a,489
10970.876,33771.152,2877.7388,13,0,99,3,1,9,9,2025,1,12,2,9,4,13,3,1,999,1,3,3,1,3,3,4,0,1,1,ffd86905,490
10970.876,21771.152,2877.7388,13,0,99,5,2,9,9,2025,3,6,1,9,2,14,3,1,999,1,2,5,1,5,2,4,0,2,1,01d0ba3a,490
10970.876,19771.152,2877.7388,10,0,2,3,2,1,9,2025,1,4,3,9,4,11,2,2,999,2,1,3,1,3,3,4,0,1,1,d5b37ca3,490
81970.875,84771.16,16877.738,7,6,2,3,1,1,9,2025,1,10,1,1,4,1,3,1,535,1,2,3,1,3,1,1,0,1,2,e2923806,491
10970.876,24771.152,2877.7388,13,0,99,4,2,9,9,2025,3,8,1,9,1,14,3,1,535,1,2,4,1,4,3,4,0,1,1,6cc8ecd2,491
10970.876,38771.152,4877.739,5,0,99,2,2,9,9,2025,1,12,1,9,4,13,4,1,999,1,2,2,1,2,1,2,0,1,1,d61cc9b4,491
10970.876,42771.152,6877.739,13,0,99,2,1,9,9,2025,1,13,1,9,4,13,2,1,462,2,2,2,2,2,2,2,1,1,3,4c1799c2,492
24970.875,42771.152,4877.739,8,0,3,2,2,1,9,2025,1,5,4,9,4,9,3,2,999,1,1,2,1,2,3,4,0,2,1,08427492,492
97970.875,100771.16,16877.738,13,5,2,3,1,1,9,2025,1,6,1,1,4,1,5,1,933,1,2,3,1,3,2,2,0,1,3,838e2321,493
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,2,9,999,2,1,4,1,4,2,2,0,1,1,ce9f5005,493
10970.876,16772.152,2877.7388,13,0,99,4,2,9,9,2025,2,3,3,9,1,13,2,2,462,3,1,4,2,4,2,4,0,2,3,2eadfff0,493
56970.875,65771.16,7877.739,2,5,5,4,1,1,2,2025,1,8,1,4,3,1,1,1,999,1,2,4,2,4,2,2,0,1,3,7afda924,494
11970.876,41771.152,7877.739,4,0,99,2,2,9,9,2025,1,11,1,9,4,13,2,1,462,2,2,2,1,2,2,2,0,2,2,752d7861,494
10970.876,16771.152,2877.7388,2,2,7,2,2,1,5,2025,1,3,4,4,4,1,2,2,462,3,1,2,1,2,2,3,1,2,1,4eb21ae2,494
18970.875,64771.152,13877.738,10,0,99,2,2,9,9,2025,2,12,1,9,1,13,4,1,835,1,2,2,1,2,3,3,0,1,1,bde12856,494
51970.875,62771.152,8877.738,13,7,10,4,1,1,2,2025,1,11,1,4,4,1,2,1,999,3,1,4,2,4,3,4,0,2,1,29bea712,495
10970.876,16771.152,2877.7388,99,99,99,2,2,9,9,2025,1,2,4,9,4,99,3,9,999,1,1,2,1,2,2,4,0,1,1,01b298fb,495
36970.875,52771.152,6877.739,13,4,2,3,2,1,2,2025,1,11,1,4,4,1,4,1,835,1,2,3,1,3,2,2,0,2,2,54db6a12,495
11970.876,24771.152,2877.7388,2,0,8,2,2,1,9,2025,1,6,4,9,4,3,2,1,462,1,1,2,2,2,2,3,0,2,1,085630c6,495
10970.876,34771.152,2878.7388,13,0,99,2,1,9,9,2025,3,12,1,9,1,13,5,1,999,1,2,2,2,2,3,3,0,2,2,2314aa85,496
20970.875,24771.152,2877.7388,13,4,10,4,2,1,2,2025,1,4,3,5,4,1,4,1,999,1,1,4,2,4,3,3,0,1,1,0ec2f8b9,496
12970.876,44771.152,3877.7388,13,0,99,3,1,9,9,2025,1,6,2,9,4,13,5,1,933,1,1,3,2,2,3,3,0,1,3,8b859dcf,497
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,3,9,2,99,5,9,933,1,1,3,2,3,2,3,0,1,1,d6911454,497
10970.876,16771.152,2877.7388,13,0,99,4,2,9,9,2025,2,3,3,9,1,14,3,2,535,1,1,4,1,4,2,4,0,1,1,0971a9da,497
12970.876,69771.16,15877.738,4,0,99,2,1,9,9,2025,1,13,1,9,4,13,3,1,999,1,2,2,2,2,2,4,0,1,1,e8a2458b,498
77970.875,108771.16,21877.738,6,4,3,2,2,1,7,2025,1,11,1,4,4,1,2,1,462,3,1,2,2,2,2,2,0,3,1,0b1537f3,498
10971.876,25771.152,2877.7388,13,0,99,4,1,9,9,2025,3,10,1,9,1,13,3,1,535,4,2,3,1,3,2,3,0,1,1,69b4a8b4,499
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,2,3,9,4,99,4,9,835,1,1,4,1,4,2,1,1,1,2,937bbde5,499
11970.876,22771.152,2877.7388,5,2,7,2,2,1,6,2025,1,4,6,5,2,1,5,2,933,1,1,2,2,2,2,2,0,1,1,59ef442d,499
59970.875,67771.16,7877.739,4,4,2,3,2,1,9,2025,1,9,1,1,2,1,5,1,999,1,2,3,1,3,2,2,0,3,1,b341c904,499
46970.875,59771.152,6877.739,13,5,7,2,1,1,7,2025,1,11,1,4,1,1,3,1,999,1,2,2,1,2,2,2,1,1,3,70e4a4d7,500
23970.875,52771.152,9877.738,4,0,99,5,2,9,9,2025,2,9,1,9,1,13,3,1,535,1,2,5,1,5,2,4,0,2,1,c95f91b0,500
33970.875,54771.152,4877.739,13,0,7,4,1,1,9,2025,2,6,1,9,1,9,2,1,462,2,2,4,2,4,2,4,0,3,3,1fe4b4aa,501
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,4,9,999,1,1,4,1,4,2,3,0,2,1,4ce87b4a,501
10970.876,16771.152,2877.7388,13,0,99,4,2,9,9,2025,1,3,3,9,4,14,4,2,999,1,1,4,1,4,2,4,0,1,2,1509d967,501
10970.876,57771.152,11877.738,10,0,99,2,2,9,9,2025,1,13,1,9,4,13,4,1,999,1,2,2,1,2,3,4,0,1,1,988c9591,501
50970.875,78771.16,9877.738,5,0,2,3,1,1,9,2025,2,8,1,9,1,9,5,1,933,1,2,3,1,3,2,4,0,3,1,cb50d4fe,502
10970.876,16772.152,2877.7388,13,2,7,4,2,1,2,2025,1,3,3,5,4,1,4,2,999,1,1,4,2,4,2,3,0,1,1,2ce86a4f,502
10970.876,16771.152,2877.7388,99,99,99,2,2,9,9,2025,1,1,3,9,4,99,2,9,462,2,1,2,2,2,2,2,1,1,1,1f29906f,502
10970.876,41771.152,5877.739,13,0,99,2,1,9,9,2025,1,12,1,9,4,13,3,1,999,1,1,2,2,2,3,4,0,2,3,b944aef3,503
29970.875,42771.152,3877.7388,13,0,99,4,2,9,9,2025,3,9,1,9,1,10,5,1,933,4,2,4,2,4,3,4,0,1,1,bceaf76d,503
270970.88,259275.16,92877.74,5,8,6,5,1,1,2,2025,1,8,1,6,2,1,4,1,999,1,2,5,2,5,2,2,0,1,1,979dac0a,504
10970.876,16771.152,2877.7388,99,99,99,2,2,9,9,2025,1,1,4,9,3,99,2,9,999,2,1,2,1,2,1,3,0,1,1,694f52e4,504
10970.876,44771.152,7877.739,13,0,99,2,2,9,9,2025,1,12,1,9,1,13,2,1,462,3,2,2,2,2,2,4,0,1,1,5b785fdf,504
17970.875,48771.152,4877.739,4,2,5,2,2,2,9,2025,1,13,1,1,1,1,5,1,999,1,2,2,1,2,2,3,0,2,1,7d7efd11,504
10970.876,16771.152,2877.7388,99,99,99,5,2,9,9,2025,3,1,3,9,1,99,3,9,999,1,1,5,2,5,1,2,0,1,2,9cc3f3fe,504
37970.875,71771.16,9877.738,5,4,2,2,1,2,2,2025,2,7,1,4,1,1,3,1,535,1,2,2,1,2,2,2,0,1,1,032d456b,505
10971.876,52771.152,7877.739,10,0,99,2,2,9,9,2025,1,12,1,9,4,13,5,1,999,1,2,2,1,2,1,2,1,1,2,f1fec40d,505
77970.875,76771.16,12877.738,1,5,5,4,1,1,9,2025,1,9,1,1,3,1,3,1,999,1,1,4,1,4,2,3,0,3,1,87857a3c,506
10970.876,27771.152,2877.7388,13,0,99,2,2,9,9,2025,1,12,1,9,3,13,3,1,999,1,2,2,1,2,2,2,0,1,1,953352e1,506
10970.876,16771.152,2877.7388,13,0,99,3,2,9,9,2025,1,3,3,9,4,13,6,2,999,1,1,3,2,3,2,4,0,1,1,ede9417f,506
10970.876,16771.152,2877.7388,99,99,99,2,2,9,9,2025,1,1,3,9,4,99,4,9,999,1,1,2,1,2,2,4,0,1,1,e257cdf0,506
72970.875,116771.16,28877.738,13,7,8,3,1,3,2,2025,1,10,1,2,4,1,5,1,933,1,2,3,2,2,2,4,0,2,1,430ada0b,507
10970.876,16771.152,2877.7388,99,99,99,5,2,9,9,2025,1,1,3,9,2,99,3,9,535,1,1,5,1,5,3,4,0,1,1,f73af644,507
29970.875,43771.152,4877.739,5,0,2,3,2,1,2,2025,3,6,1,4,1,2,3,2,535,1,2,3,1,3,3,3,0,1,1,9c187134,507
75970.875,96771.16,12877.738,10,4,4,2,1,1,2,2025,1,8,1,4,4,1,2,1,462,3,1,2,1,2,2,4,0,2,3,34bcdc00,508
44970.875,57771.152,9877.738,8,5,8,3,2,1,2,2025,1,10,1,6,4,1,2,1,999,2,1,3,2,3,2,3,0,1,1,3688896b,508
10970.876,20771.152,2877.7388,99,0,99,4,1,9,9,2025,1,13,3,9,4,99,2,9,999,2,1,4,2,4,2,4,0,2,1,9c4757aa,509
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,3,1,3,9,1,99,2,9,462,4,1,3,1,3,3,4,0,1,1,d53b878a,509
27970.875,33771.152,2877.7388,13,6,10,3,2,1,1,2025,1,11,1,4,4,1,2,1,999,2,1,3,1,3,1,1,0,1,2,f01a0b79,509
92970.875,95771.16,19877.738,1,5,5,5,2,1,9,2025,1,8,1,1,4,1,2,1,999,3,2,5,2,5,2,4,0,1,2,1654a928,509
32970.875,71771.16,12877.738,9,0,99,2,1,9,9,2025,1,11,1,9,4,13,5,1,462,1,1,2,1,2,3,4,0,1,1,0ca0ac14,510
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,2,3,9,4,99,2,9,999,3,1,4,1,4,2,2,0,2,1,11e64659,510
95970.875,93771.16,15877.738,5,10,2,5,1,1,9,2025,1,8,1,1,4,1,2,1,999,2,1,5,1,4,2,4,0,1,1,25e19e73,511
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,2,9,462,3,1,4,2,4,3,4,0,1,1,2b345e54,511
105970.875,96771.16,19877.738,4,5,7,4,2,1,9,2025,1,9,1,1,4,1,3,1,999,1,2,4,1,4,3,3,0,1,1,2cc93d0f,511
10970.876,37771.152,3877.7388,8,0,99,2,2,9,9,2025,1,12,1,9,4,13,2,1,462,3,2,2,1,2,1,1,0,1,2,5ddb47c4,511
59970.875,66771.16,7877.739,5,4,5,2,2,1,2,2025,1,5,1,6,4,1,1,1,999,1,2,2,1,2,3,3,0,2,1,dade7636,511
35970.875,60771.152,5877.739,10,3,4,3,1,1,2,2025,1,7,2,4,4,1,3,1,999,1,1,3,1,3,2,4,0,2,1,7d6d79f4,512
41970.875,48771.152,4877.739,10,5,4,3,2,1,2,2025,1,6,1,4,4,1,3,2,999,1,2,3,1,2,2,4,0,1,1,e40e79b5,512
18970.875,21771.152,2877.7388,13,5,7,3,2,1,2,2025,1,4,4,2,4,1,3,2,535,3,1,3,2,3,2,1,1,1,3,199db305,512
170970.88,146771.16,31877.738,5,5,2,4,1,1,9,2025,1,10,1,1,2,1,3,1,999,1,2,4,2,4,3,4,0,1,1,8581620f,513
109970.875,146771.16,30877.738,13,6,9,2,2,1,4,2025,1,13,1,5,4,1,4,1,999,1,2,2,2,2,3,4,0,2,1,54a1cb8a,513
50970.875,77771.16,9877.738,10,6,4,2,2,2,2,2025,1,5,1,5,4,1,3,1,999,1,2,2,1,2,2,4,0,1,1,4f90fdef,513
65970.875,84771.16,14877.738,10,8,4,2,2,1,7,2025,2,5,1,4,1,1,3,2,535,1,2,2,1,2,2,2,0,1,1,43ada7bd,513
11970.876,35771.152,3877.7388,13,4,7,2,1,2,9,2025,1,12,1,1,4,1,3,1,999,1,2,2,2,2,3,4,0,1,3,da55f48b,514
28970.875,36771.152,3877.7388,8,5,7,2,2,1,2,2025,1,5,4,4,4,1,3,1,999,1,1,2,2,2,2,2,1,1,2,317bf7a9,514
10970.876,39771.152,3877.7388,13,0,99,2,1,9,9,2025,1,12,1,9,4,14,2,1,999,3,2,2,2,2,2,4,0,1,1,0e16c01b,515
10970.876,21771.152,2877.7388,13,0,99,2,2,9,9,2025,1,4,4,9,4,14,3,1,535,1,1,2,2,2,3,4,0,1,1,6dfcc89a,515
56970.875,56771.152,8877.738,8,6,8,4,1,1,2,2025,1,11,1,4,4,1,3,1,999,1,1,4,2,2,2,2,0,2,1,a599635b,516
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,2,3,9,4,99,1,9,999,3,1,4,1,4,2,4,0,1,1,44a82f17,516
10970.876,16771.152,2877.7388,99,99,99,6,2,9,9,2025,1,1,3,9,4,99,5,9,999,1,1,6,1,6,2,4,0,1,1,7477b60b,516
10970.876,22771.152,2877.7388,13,0,99,2,2,9,9,2025,1,12,1,9,4,14,2,1,999,2,1,2,1,2,2,3,0,1,1,ac3fae2e,516
-1029.124,19771.152,2877.7388,13,0,99,2,1,9,9,2025,3,13,2,9,1,14,3,1,535,4,3,2,1,2,2,2,0,1,2,ea28c8a7,517
28970.875,35771.152,3877.7388,8,5,8,3,2,1,2,2025,1,10,1,4,4,1,1,1,999,1,1,3,2,3,3,4,0,3,1,c4c20241,517
10970.876,30771.152,2877.7388,2,0,99,2,1,9,9,2025,1,11,1,9,4,13,2,1,462,2,1,2,2,2,2,4,0,1,3,b25ac9e7,518
53970.875,53771.152,7877.739,11,6,3,2,2,1,2,2025,1,6,4,2,4,1,3,1,535,1,1,2,2,2,2,2,0,2,1,930150df,518
88970.875,95771.16,13877.738,3,6,3,2,1,1,9,2025,1,8,1,1,4,1,5,2,999,1,2,2,2,2,2,2,0,2,1,d9dcf20f,519
75970.875,105771.16,19877.738,6,5,3,4,2,2,9,2025,2,9,1,1,1,1,3,1,999,1,2,4,2,4,2,2,0,1,1,2d6fc44f,519
79970.875,83771.16,16877.738,8,6,8,4,1,1,2,2025,1,8,1,4,3,1,4,1,999,1,2,4,2,4,3,4,0,1,1,c204484c,520
10970.876,16771.152,2877.7388,99,99,99,2,2,9,9,2025,1,2,4,9,4,99,2,9,999,2,1,2,1,2,2,2,0,1,1,a4ec6ca7,520
12970.876,25771.152,2877.7388,4,0,7,3,2,1,2,2025,1,10,3,4,4,2,3,1,999,1,1,3,1,3,2,3,0,1,1,b9981c73,520
30970.875,39771.152,3877.7388,13,5,7,2,2,1,2,2025,1,11,1,5,4,1,5,1,999,1,2,2,1,2,2,2,0,1,3,749c048f,520
10971.876,62771.152,9877.738,13,0,99,2,1,9,9,2025,1,12,1,9,4,13,4,1,835,1,2,2,2,2,2,2,0,1,1,cb93018f,521
14970.876,35771.152,2877.7388,13,0,7,2,2,1,9,2025,1,11,1,9,4,3,3,1,535,1,1,2,1,2,2,4,0,1,1,61890acc,521
11970.876,51771.152,7877.739,8,0,99,2,1,9,9,2025,1,11,5,9,3,13,4,1,999,1,3,2,2,2,1,1,0,1,2,6ca0a6e3,522
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,4,9,2,99,3,9,535,1,1,3,1,3,2,4,0,1,1,d9e5cb6c,522
66970.875,74771.16,12877.738,13,5,10,2,1,1,2,2025,1,11,1,4,4,1,3,1,999,1,2,2,2,2,2,2,1,1,3,2f48ca47,523
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,2,4,9,3,99,3,9,535,1,1,3,2,3,3,4,0,1,1,4262ae63,523
19970.875,73771.16,10877.738,5,2,2,2,1,2,9,2025,1,12,1,1,4,1,3,1,999,1,2,2,2,2,2,4,0,1,1,c00b2b85,524
10970.876,35771.152,4877.739,6,0,99,2,2,9,9,2025,2,13,1,9,1,13,1,1,999,1,2,2,1,2,2,2,0,1,1,00ff2501,524
56970.875,65771.16,12877.738,8,5,8,2,1,1,2,2025,1,6,5,2,3,1,3,1,535,3,1,2,2,2,1,1,0,3,2,dde66ec1,525
16970.875,34771.152,3877.7388,4,0,99,4,2,9,9,2025,1,6,1,9,4,13,1,1,999,1,2,4,1,4,3,4,0,1,1,47ae0d92,525
32970.875,66771.16,11877.738,9,1,3,2,1,2,9,2025,1,11,1,1,4,1,4,1,835,1,2,2,2,2,2,2,1,1,2,19725761,526
11970.876,49771.152,7877.739,8,0,99,2,2,9,9,2025,3,12,1,9,1,13,4,1,825,1,2,2,2,2,3,4,0,1,1,a141d77b,526
10970.876,43771.152,4877.739,8,0,99,2,1,9,9,2025,2,13,1,9,1,14,5,1,999,1,2,2,2,2,2,2,0,1,3,e5ee35a9,527
10970.876,22771.152,2877.7388,13,0,99,2,2,9,9,2025,2,12,1,9,1,13,3,1,535,4,2,2,1,2,2,3,0,1,2,0c6cd6fb,527
69970.875,76771.16,14877.738,5,5,2,3,1,1,2,2025,1,7,1,5,4,1,2,1,462,2,1,3,1,3,2,4,0,1,1,b71c2f47,528
10970.876,28771.152,2877.7388,13,0,99,2,2,9,9,2025,2,12,1,9,1,14,2,1,462,2,2,2,1,2,2,4,0,1,1,227e4fde,528
104970.875,107771.16,25877.738,1,5,5,5,2,1,9,2025,1,9,1,1,4,1,3,1,999,3,2,5,1,5,2,4,0,1,1,2f23e484,528
96970.875,98771.16,18877.738,4,5,5,4,1,1,2,2025,1,8,1,4,3,1,3,1,999,1,2,4,2,4,3,4,0,1,1,89f3b00d,529
10970.876,36771.152,2878.7388,13,0,99,2,2,9,9,2025,1,12,1,9,4,13,3,1,999,1,2,2,1,2,2,3,0,2,1,a4800c70,529
63970.875,67771.16,8877.738,1,5,5,4,2,1,2,2025,1,7,1,5,4,1,1,1,999,3,2,4,1,4,2,2,0,1,1,114f4163,529
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,2,9,999,2,1,4,2,4,2,3,0,1,1,bb5370f6,529
56970.875,67771.16,10877.738,10,5,4,4,1,1,2,2025,2,7,1,6,1,1,2,2,999,2,2,4,2,4,2,4,0,1,1,07498f8e,530
10970.876,16771.152,2877.7388,13,0,99,3,2,9,9,2025,1,5,3,9,4,14,3,1,999,1,1,3,2,3,2,4,0,2,1,db28c3cf,530
18970.875,37771.152,3877.7388,13,0,99,2,2,9,9,2025,1,11,4,9,4,13,5,1,999,1,1,2,2,2,3,4,0,1,1,eb34336c,530
24970.875,36771.152,2877.7388,10,0,10,2,2,1,2,2025,3,5,1,4,1,2,3,1,999,1,2,2,1,2,2,4,0,1,1,8b34e0e1,530
28970.875,46771.152,6877.739,4,3,5,2,1,1,2,2025,1,7,1,6,4,1,2,2,462,2,1,2,1,2,3,3,0,1,2,ea8510bf,531
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,2,9,999,2,1,4,1,4,2,4,0,2,1,0311401b,531
45970.875,63771.152,5877.739,13,4,2,3,1,1,2,2025,1,9,2,4,4,1,3,1,999,1,3,3,1,3,2,3,0,1,1,22a2b4d6,532
10970.876,16771.152,2877.7388,99,99,99,5,2,9,9,2025,1,1,3,9,4,99,5,9,999,1,1,5,1,4,2,2,0,1,2,d6a86563,532
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,4,9,4,99,1,9,999,3,1,3,1,3,3,4,0,1,3,08a54e0f,532
20970.875,78771.16,20877.738,4,0,99,2,1,9,9,2025,1,13,1,9,4,13,5,1,999,1,2,2,2,2,3,4,0,1,2,22e6c165,533
101970.875,88771.16,14877.738,4,5,5,5,2,1,9,2025,2,7,1,1,1,1,3,1,535,1,2,5,1,5,2,2,0,1,3,5447776a,533
53970.875,59771.152,4877.739,13,5,5,3,1,1,6,2025,1,10,2,4,4,1,4,1,999,1,2,3,1,3,1,1,0,1,2,edef2915,534
10970.876,35771.152,3877.7388,13,0,99,2,2,9,9,2025,1,12,1,9,4,13,3,1,535,1,2,2,2,2,1,1,0,1,2,d5631dad,534
10970.876,16771.152,2877.7388,13,3,2,3,2,1,2,2025,2,4,4,2,1,1,3,2,535,1,1,3,1,3,1,1,0,1,3,7d0e1ade,534
10970.876,34771.152,2877.7388,11,0,99,2,1,9,9,2025,2,13,2,9,1,13,3,1,999,1,3,2,1,2,2,3,0,1,1,5454b7fa,535
10970.876,44771.152,7877.739,10,0,99,2,2,9,9,2025,2,13,1,9,1,13,3,1,535,1,2,2,1,2,2,3,0,1,1,c901e75c,535
240970.88,544090.1,103230.74,4,10,7,2,1,2,9,2025,1,9,1,1,4,1,3,1,535,3,2,2,1,2,3,4,0,1,1,3697d37a,536
10970.876,16772.152,2877.7388,13,0,99,3,2,9,9,2025,1,3,4,9,2,14,3,2,535,3,1,3,2,3,2,3,1,1,3,890b33ec,536
10970.876,19771.152,2877.7388,13,0,7,3,1,2,9,2025,1,5,1,9,4,11,4,1,999,1,1,3,1,3,2,3,1,1,3,f13250f5,537
10970.876,34771.152,2878.7388,7,0,99,2,2,9,9,2025,1,12,1,9,4,13,1,1,999,1,2,2,1,2,2,3,0,1,1,48a518e6,537
23970.875,46771.152,4877.739,10,0,4,4,2,1,9,2025,1,11,1,9,1,12,3,1,999,1,2,4,1,4,2,3,0,2,1,6185d5d1,537
