EPINO,WGHT_EPI,end,occPRE,start,occACT,Alone,Spouse,Children,parents,otherHHs,others,otherInFAMs,friends,PR,REGION,DDAY,HHSIZE,AGEGRP,SEX,MARSTH,KOL,ATTSCH,HDGREE,NOCS,NAICS,LFTAG,COW,HRSWRK,MODE,POWST,TOTINC,CMA,PHSDFLG,CXRFLAG,PARNUM,SIM_HH_ID,Day_Type,AgentID,DTYPE,BEDRM,CONDO,ROOM,REPAIR
3.0,5668.159,810,1,750,6,2,1,1,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
4.0,5668.159,820,1,810,14,2,1,2,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
5.0,5668.159,900,1,820,7,1,2,2,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
6.0,5668.159,910,11,900,13,2,1,2,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
7.0,5668.159,1400,2,910,1,2,1,2,1,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
8.0,5668.159,1410,11,1400,13,2,1,2,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
9.0,5668.159,1415,5,1410,4,2,1,2,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
10.0,5668.159,1420,11,1415,13,2,1,2,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
11.0,5668.159,1425,5,1420,4,2,1,2,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
12.0,5668.159,1430,11,1425,13,2,1,2,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
13.0,5668.159,1435,9,1430,6,2,1,2,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
14.0,5668.159,1445,11,1435,13,2,1,2,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
15.0,5668.159,1450,1,1445,2,2,1,2,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
16.0,5668.159,1530,1,1450,7,2,1,2,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
17.0,5668.159,1615,1,1530,2,2,1,1,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
18.0,5668.159,1645,1,1615,2,2,2,1,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
19.0,5668.159,1800,1,1645,2,2,2,1,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
20.0,5668.159,1845,1,1800,6,2,1,1,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
21.0,5668.159,1910,1,1845,2,1,2,2,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
22.0,5668.159,1915,1,1910,7,1,2,2,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
23.0,5668.159,1930,1,1915,9,2,1,1,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
24.0,5668.159,2100,1,1930,10,2,1,1,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
25.0,5668.159,2110,1,2100,14,9,9,9,9,9,9,9.0,9.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
26.0,5668.159,2150,1,2110,7,1,2,2,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
27.0,5668.159,2210,1,2150,9,2,1,2,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
28.0,5668.159,0,1,2210,5,2,1,2,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
29.0,5668.159,10,1,0,2,1,2,2,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
30.0,5668.159,400,1,10,5,2,1,2,2,2,2,2.0,2.0,2,4.0,3.0,4,2,1,2,3,2.0,3.0,7,6.0,1.0,1,2,5,2.0,2.0,1.0,1.0,1.0,0.0,503,Weekday,82,1,3,0,4,1
1.0,6733.8499,1100,1,400,5,2,1,2,2,2,2,2.0,2.0,2,3.0,1.0,4,2,1,2,1,2.0,6.0,2,5.0,1.0,1,2,4,2.0,5.0,1.0,1.0,1.0,0.0,503,Weekend,82,1,3,0,4,1
2.0,6733.8499,1300,1,1100,2,2,1,2,2,2,2,2.0,2.0,2,3.0,1.0,4,2,1,2,1,2.0,6.0,2,5.0,1.0,1,2,4,2.0,5.0,1.0,1.0,1.0,0.0,503,Weekend,82,1,3,0,4,1
3.0,6733.8499,1400,1,1300,6,2,1,1,2,2,2,2.0,2.0,2,3.0,1.0,4,2,1,2,1,2.0,6.0,2,5.0,1.0,1,2,4,2.0,5.0,1.0,1.0,1.0,0.0,503,Weekend,82,1,3,0,4,1
4.0,6733.8499,1430,11,1400,13,2,1,1,2,2,2,2.0,2.0,2,3.0,1.0,4,2,1,2,1,2.0,6.0,2,5.0,1.0,1,2,4,2.0,5.0,1.0,1.0,1.0,0.0,503,Weekend,82,1,3,0,4,1
5.0,6733.8499,1830,1,1430,3,2,1,1,2,2,2,2.0,2.0,2,3.0,1.0,4,2,1,2,1,2.0,6.0,2,5.0,1.0,1,2,4,2.0,5.0,1.0,1.0,1.0,0.0,503,Weekend,82,1,3,0,4,1
6.0,6733.8499,1950,1,1830,6,2,1,1,2,2,2,2.0,2.0,2,3.0,1.0,4,2,1,2,1,2.0,6.0,2,5.0,1.0,1,2,4,2.0,5.0,1.0,1.0,1.0,0.0,503,Weekend,82,1,3,0,4,1
7.0,6733.8499,2050,1,1950,3,2,2,1,2,2,2,2.0,2.0,2,3.0,1.0,4,2,1,2,1,2.0,6.0,2,5.0,1.0,1,2,4,2.0,5.0,1.0,1.0,1.0,0.0,503,Weekend,82,1,3,0,4,1
8.0,6733.8499,2350,1,2050,10,2,1,2,2,2,2,2.0,2.0,2,3.0,1.0,4,2,1,2,1,2.0,6.0,2,5.0,1.0,1,2,4,2.0,5.0,1.0,1.0,1.0,0.0,503,Weekend,82,1,3,0,4,1
9.0,6733.8499,400,1,2350,5,2,1,2,2,2,2,2.0,2.0,2,3.0,1.0,4,2,1,2,1,2.0,6.0,2,5.0,1.0,1,2,4,2.0,5.0,1.0,1.0,1.0,0.0,503,Weekend,82,1,3,0,4,1
1.0,2152.8329,700,1,400,5,1,2,2,2,2,2,2.0,2.0,2,2.0,6.0,2,5,2,1,3,2.0,2.0,7,14.0,1.0,1,2,2,2.0,4.0,1.0,2.0,2.0,1.0,504,Weekday,83,1,3,0,4,1
2.0,2152.8329,730,1,700,7,1,2,2,2,2,2,2.0,2.0,2,2.0,6.0,2,5,2,1,3,2.0,2.0,7,14.0,1.0,1,2,2,2.0,4.0,1.0,2.0,2.0,1.0,504,Weekday,83,1,3,0,4,1
3.0,2152.8329,1200,1,730,6,1,2,2,2,2,2,2.0,2.0,2,2.0,6.0,2,5,2,1,3,2.0,2.0,7,14.0,1.0,1,2,2,2.0,4.0,1.0,2.0,2.0,1.0,504,Weekday,83,1,3,0,4,1
4.0,2152.8329,1300,1,1200,1,1,2,2,2,2,2,2.0,2.0,2,2.0,6.0,2,5,2,1,3,2.0,2.0,7,14.0,1.0,1,2,2,2.0,4.0,1.0,2.0,2.0,1.0,504,Weekday,83,1,3,0,4,1
5.0,2152.8329,1600,1,1300,1,1,2,2,2,2,2,2.0,2.0,2,2.0,6.0,2,5,2,1,3,2.0,2.0,7,14.0,1.0,1,2,2,2.0,4.0,1.0,2.0,2.0,1.0,504,Weekday,83,1,3,0,4,1
6.0,2152.8329,1700,1,1600,7,2,2,2,2,2,2,1.0,2.0,2,2.0,6.0,2,5,2,1,3,2.0,2.0,7,14.0,1.0,1,2,2,2.0,4.0,1.0,2.0,2.0,1.0,504,Weekday,83,1,3,0,4,1
7.0,2152.8329,1800,10,1700,13,2,2,2,2,2,2,1.0,2.0,2,2.0,6.0,2,5,2,1,3,2.0,2.0,7,14.0,1.0,1,2,2,2.0,4.0,1.0,2.0,2.0,1.0,504,Weekday,83,1,3,0,4,1
8.0,2152.8329,100,4,1800,6,2,2,2,2,2,2,1.0,2.0,2,2.0,6.0,2,5,2,1,3,2.0,2.0,7,14.0,1.0,1,2,2,2.0,4.0,1.0,2.0,2.0,1.0,504,Weekday,83,1,3,0,4,1
9.0,2152.8329,400,10,100,13,2,2,2,1,2,2,2.0,2.0,2,2.0,6.0,2,5,2,1,3,2.0,2.0,7,14.0,1.0,1,2,2,2.0,4.0,1.0,2.0,2.0,1.0,504,Weekday,83,1,3,0,4,1
1.0,4846.7891,700,1,400,5,2,1,2,2,2,2,2.0,2.0,2,2.0,7.0,2,5,2,2,3,2.0,7.0,1,16.0,1.0,1,2,2,1.0,5.0,1.0,1.0,2.0,0.0,504,Weekend,83,1,3,0,4,1
2.0,4846.7891,730,1,700,7,2,1,2,2,2,2,2.0,2.0,2,2.0,7.0,2,5,2,2,3,2.0,7.0,1,16.0,1.0,1,2,2,1.0,5.0,1.0,1.0,2.0,0.0,504,Weekend,83,1,3,0,4,1
3.0,4846.7891,800,10,730,13,2,1,2,2,2,2,2.0,1.0,2,2.0,7.0,2,5,2,2,3,2.0,7.0,1,16.0,1.0,1,2,2,1.0,5.0,1.0,1.0,2.0,0.0,504,Weekend,83,1,3,0,4,1
4.0,4846.7891,930,7,800,6,2,1,2,2,2,2,2.0,1.0,2,2.0,7.0,2,5,2,2,3,2.0,7.0,1,16.0,1.0,1,2,2,1.0,5.0,1.0,1.0,2.0,0.0,504,Weekend,83,1,3,0,4,1
5.0,4846.7891,1000,10,930,13,2,1,2,2,2,2,2.0,1.0,2,2.0,7.0,2,5,2,2,3,2.0,7.0,1,16.0,1.0,1,2,2,1.0,5.0,1.0,1.0,2.0,0.0,504,Weekend,83,1,3,0,4,1
6.0,4846.7891,1600,5,1000,4,2,1,2,2,2,2,2.0,1.0,2,2.0,7.0,2,5,2,2,3,2.0,7.0,1,16.0,1.0,1,2,2,1.0,5.0,1.0,1.0,2.0,0.0,504,Weekend,83,1,3,0,4,1
7.0,4846.7891,1630,10,1600,13,2,1,2,2,2,2,2.0,1.0,2,2.0,7.0,2,5,2,2,3,2.0,7.0,1,16.0,1.0,1,2,2,1.0,5.0,1.0,1.0,2.0,0.0,504,Weekend,83,1,3,0,4,1
8.0,4846.7891,1730,1,1630,10,2,1,2,2,2,2,2.0,2.0,2,2.0,7.0,2,5,2,2,3,2.0,7.0,1,16.0,1.0,1,2,2,1.0,5.0,1.0,1.0,2.0,0.0,504,Weekend,83,1,3,0,4,1
9.0,4846.7891,1800,1,1730,2,2,1,2,2,2,2,2.0,2.0,2,2.0,7.0,2,5,2,2,3,2.0,7.0,1,16.0,1.0,1,2,2,1.0,5.0,1.0,1.0,2.0,0.0,504,Weekend,83,1,3,0,4,1
10.0,4846.7891,1900,1,1800,6,2,1,2,2,2,2,2.0,2.0,2,2.0,7.0,2,5,2,2,3,2.0,7.0,1,16.0,1.0,1,2,2,1.0,5.0,1.0,1.0,2.0,0.0,504,Weekend,83,1,3,0,4,1
11.0,4846.7891,2030,1,1900,10,2,1,2,2,2,2,2.0,2.0,2,2.0,7.0,2,5,2,2,3,2.0,7.0,1,16.0,1.0,1,2,2,1.0,5.0,1.0,1.0,2.0,0.0,504,Weekend,83,1,3,0,4,1
12.0,4846.7891,2130,1,2030,5,2,1,2,2,2,2,2.0,2.0,2,2.0,7.0,2,5,2,2,3,2.0,7.0,1,16.0,1.0,1,2,2,1.0,5.0,1.0,1.0,2.0,0.0,504,Weekend,83,1,3,0,4,1
13.0,4846.7891,400,1,2130,5,2,1,2,2,2,2,2.0,2.0,2,2.0,7.0,2,5,2,2,3,2.0,7.0,1,16.0,1.0,1,2,2,1.0,5.0,1.0,1.0,2.0,0.0,504,Weekend,83,1,3,0,4,1
1.0,7676.8565,900,1,400,5,2,1,2,2,2,2,2.0,2.0,5,5.0,5.0,2,2,1,2,1,2.0,4.0,8,8.0,3.0,2,99,2,6.0,1.0,1.0,1.0,2.0,0.0,506,Weekday,84,2,2,0,2,1
2.0,7676.8565,930,1,900,7,2,1,2,2,2,2,2.0,2.0,5,5.0,5.0,2,2,1,2,1,2.0,4.0,8,8.0,3.0,2,99,2,6.0,1.0,1.0,1.0,2.0,0.0,506,Weekday,84,2,2,0,2,1
3.0,7676.8565,945,1,930,2,2,1,2,2,2,2,2.0,2.0,5,5.0,5.0,2,2,1,2,1,2.0,4.0,8,8.0,3.0,2,99,2,6.0,1.0,1.0,1.0,2.0,0.0,506,Weekday,84,2,2,0,2,1
4.0,7676.8565,1015,1,945,2,2,1,2,2,2,2,2.0,2.0,5,5.0,5.0,2,2,1,2,1,2.0,4.0,8,8.0,3.0,2,99,2,6.0,1.0,1.0,1.0,2.0,0.0,506,Weekday,84,2,2,0,2,1
5.0,7676.8565,1030,1,1015,2,1,2,2,2,2,2,2.0,2.0,5,5.0,5.0,2,2,1,2,1,2.0,4.0,8,8.0,3.0,2,99,2,6.0,1.0,1.0,1.0,2.0,0.0,506,Weekday,84,2,2,0,2,1
6.0,7676.8565,1330,1,1030,10,2,1,2,2,2,2,2.0,2.0,5,5.0,5.0,2,2,1,2,1,2.0,4.0,8,8.0,3.0,2,99,2,6.0,1.0,1.0,1.0,2.0,0.0,506,Weekday,84,2,2,0,2,1
7.0,7676.8565,1350,1,1330,6,1,2,2,2,2,2,2.0,2.0,5,5.0,5.0,2,2,1,2,1,2.0,4.0,8,8.0,3.0,2,99,2,6.0,1.0,1.0,1.0,2.0,0.0,506,Weekday,84,2,2,0,2,1
8.0,7676.8565,1355,1,1350,9,2,1,2,2,2,2,2.0,2.0,5,5.0,5.0,2,2,1,2,1,2.0,4.0,8,8.0,3.0,2,99,2,6.0,1.0,1.0,1.0,2.0,0.0,506,Weekday,84,2,2,0,2,1
9.0,7676.8565,1430,1,1355,2,2,1,2,2,2,2,2.0,2.0,5,5.0,5.0,2,2,1,2,1,2.0,4.0,8,8.0,3.0,2,99,2,6.0,1.0,1.0,1.0,2.0,0.0,506,Weekday,84,2,2,0,2,1
10.0,7676.8565,1440,10,1430,13,2,1,2,2,2,2,2.0,2.0,5,5.0,5.0,2,2,1,2,1,2.0,4.0,8,8.0,3.0,2,99,2,6.0,1.0,1.0,1.0,2.0,0.0,506,Weekday,84,2,2,0,2,1
11.0,7676.8565,1510,5,1440,4,2,1,2,2,2,1,2.0,2.0,5,5.0,5.0,2,2,1,2,1,2.0,4.0,8,8.0,3.0,2,99,2,6.0,1.0,1.0,1.0,2.0,0.0,506,Weekday,84,2,2,0,2,1
12.0,7676.8565,1520,10,1510,13,2,1,2,2,2,1,2.0,2.0,5,5.0,5.0,2,2,1,2,1,2.0,4.0,8,8.0,3.0,2,99,2,6.0,1.0,1.0,1.0,2.0,0.0,506,Weekday,84,2,2,0,2,1
13.0,7676.8565,1525,1,1520,9,2,1,2,2,2,1,2.0,2.0,5,5.0,5.0,2,2,1,2,1,2.0,4.0,8,8.0,3.0,2,99,2,6.0,1.0,1.0,1.0,2.0,0.0,506,Weekday,84,2,2,0,2,1
14.0,7676.8565,1615,1,1525,12,2,1,2,2,2,1,2.0,2.0,5,5.0,5.0,2,2,1,2,1,2.0,4.0,8,8.0,3.0,2,99,2,6.0,1.0,1.0,1.0,2.0,0.0,506,Weekday,84,2,2,0,2,1
15.0,7676.8565,1815,1,1615,12,2,1,2,2,2,1,2.0,2.0,5,5.0,5.0,2,2,1,2,1,2.0,4.0,8,8.0,3.0,2,99,2,6.0,1.0,1.0,1.0,2.0,0.0,506,Weekday,84,2,2,0,2,1
16.0,7676.8565,1915,1,1815,2,2,1,2,2,2,1,2.0,2.0,5,5.0,5.0,2,2,1,2,1,2.0,4.0,8,8.0,3.0,2,99,2,6.0,1.0,1.0,1.0,2.0,0.0,506,Weekday,84,2,2,0,2,1
17.0,7676.8565,2115,1,1915,12,2,1,2,2,2,2,2.0,2.0,5,5.0,5.0,2,2,1,2,1,2.0,4.0,8,8.0,3.0,2,99,2,6.0,1.0,1.0,1.0,2.0,0.0,506,Weekday,84,2,2,0,2,1
18.0,7676.8565,2145,1,2115,12,2,1,2,2,2,2,2.0,2.0,5,5.0,5.0,2,2,1,2,1,2.0,4.0,8,8.0,3.0,2,99,2,6.0,1.0,1.0,1.0,2.0,0.0,506,Weekday,84,2,2,0,2,1
19.0,7676.8565,2245,1,2145,9,9,9,9,9,9,9,9.0,9.0,5,5.0,5.0,2,2,1,2,1,2.0,4.0,8,8.0,3.0,2,99,2,6.0,1.0,1.0,1.0,2.0,0.0,506,Weekday,84,2,2,0,2,1
20.0,7676.8565,400,1,2245,5,9,9,9,9,9,9,9.0,9.0,5,5.0,5.0,2,2,1,2,1,2.0,4.0,8,8.0,3.0,2,99,2,6.0,1.0,1.0,1.0,2.0,0.0,506,Weekday,84,2,2,0,2,1
1.0,5339.3363,700,1,400,5,2,1,2,2,2,2,2.0,2.0,5,2.0,7.0,2,2,1,2,3,1.0,5.0,7,18.0,2.0,1,99,4,2.0,1.0,1.0,1.0,2.0,0.0,506,Weekend,84,2,2,0,2,1
2.0,5339.3363,730,1,700,10,1,2,2,2,2,2,2.0,2.0,5,2.0,7.0,2,2,1,2,3,1.0,5.0,7,18.0,2.0,1,99,4,2.0,1.0,1.0,1.0,2.0,0.0,506,Weekend,84,2,2,0,2,1
3.0,5339.3363,800,1,730,6,1,2,2,2,2,2,2.0,2.0,5,2.0,7.0,2,2,1,2,3,1.0,5.0,7,18.0,2.0,1,99,4,2.0,1.0,1.0,1.0,2.0,0.0,506,Weekend,84,2,2,0,2,1
4.0,5339.3363,830,1,800,11,1,2,2,2,2,2,2.0,2.0,5,2.0,7.0,2,2,1,2,3,1.0,5.0,7,18.0,2.0,1,99,4,2.0,1.0,1.0,1.0,2.0,0.0,506,Weekend,84,2,2,0,2,1
5.0,5339.3363,1430,1,830,8,1,2,2,2,2,2,2.0,2.0,5,2.0,7.0,2,2,1,2,3,1.0,5.0,7,18.0,2.0,1,99,4,2.0,1.0,1.0,1.0,2.0,0.0,506,Weekend,84,2,2,0,2,1
6.0,5339.3363,1530,1,1430,6,1,2,2,2,2,2,2.0,2.0,5,2.0,7.0,2,2,1,2,3,1.0,5.0,7,18.0,2.0,1,99,4,2.0,1.0,1.0,1.0,2.0,0.0,506,Weekend,84,2,2,0,2,1
7.0,5339.3363,1630,1,1530,14,1,2,2,2,2,2,2.0,2.0,5,2.0,7.0,2,2,1,2,3,1.0,5.0,7,18.0,2.0,1,99,4,2.0,1.0,1.0,1.0,2.0,0.0,506,Weekend,84,2,2,0,2,1
8.0,5339.3363,1830,1,1630,8,1,2,2,2,2,2,2.0,2.0,5,2.0,7.0,2,2,1,2,3,1.0,5.0,7,18.0,2.0,1,99,4,2.0,1.0,1.0,1.0,2.0,0.0,506,Weekend,84,2,2,0,2,1
9.0,5339.3363,2030,1,1830,10,2,1,2,2,2,2,2.0,2.0,5,2.0,7.0,2,2,1,2,3,1.0,5.0,7,18.0,2.0,1,99,4,2.0,1.0,1.0,1.0,2.0,0.0,506,Weekend,84,2,2,0,2,1
10.0,5339.3363,400,1,2030,5,2,1,2,2,2,2,2.0,2.0,5,2.0,7.0,2,2,1,2,3,1.0,5.0,7,18.0,2.0,1,99,4,2.0,1.0,1.0,1.0,2.0,0.0,506,Weekend,84,2,2,0,2,1
1.0,5679.3598,740,1,400,5,2,1,2,2,2,2,2.0,2.0,3,4.0,6.0,3,2,1,2,1,1.0,6.0,1,18.0,1.0,1,1,2,2.0,2.0,1.0,1.0,1.0,0.0,515,Weekday,85,2,2,0,2,1
2.0,5679.3598,940,1,740,2,2,1,2,2,2,2,2.0,2.0,3,4.0,6.0,3,2,1,2,1,1.0,6.0,1,18.0,1.0,1,1,2,2.0,2.0,1.0,1.0,1.0,0.0,515,Weekday,85,2,2,0,2,1
3.0,5679.3598,950,10,940,13,2,2,2,2,2,1,2.0,2.0,3,4.0,6.0,3,2,1,2,1,1.0,6.0,1,18.0,1.0,1,1,2,2.0,2.0,1.0,1.0,1.0,0.0,515,Weekday,85,2,2,0,2,1
4.0,5679.3598,1450,2,950,1,2,2,1,2,2,2,2.0,2.0,3,4.0,6.0,3,2,1,2,1,1.0,6.0,1,18.0,1.0,1,1,2,2.0,2.0,1.0,1.0,1.0,0.0,515,Weekday,85,2,2,0,2,1
5.0,5679.3598,1500,10,1450,13,1,2,2,2,2,2,2.0,2.0,3,4.0,6.0,3,2,1,2,1,1.0,6.0,1,18.0,1.0,1,1,2,2.0,2.0,1.0,1.0,1.0,0.0,515,Weekday,85,2,2,0,2,1
6.0,5679.3598,1840,1,1500,3,1,2,2,2,2,2,2.0,2.0,3,4.0,6.0,3,2,1,2,1,1.0,6.0,1,18.0,1.0,1,1,2,2.0,2.0,1.0,1.0,1.0,0.0,515,Weekday,85,2,2,0,2,1
7.0,5679.3598,1850,10,1840,13,2,1,2,2,2,2,2.0,2.0,3,4.0,6.0,3,2,1,2,1,1.0,6.0,1,18.0,1.0,1,1,2,2.0,2.0,1.0,1.0,1.0,0.0,515,Weekday,85,2,2,0,2,1
8.0,5679.3598,1950,5,1850,4,2,1,2,2,2,2,2.0,2.0,3,4.0,6.0,3,2,1,2,1,1.0,6.0,1,18.0,1.0,1,1,2,2.0,2.0,1.0,1.0,1.0,0.0,515,Weekday,85,2,2,0,2,1
9.0,5679.3598,2000,10,1950,13,9,9,9,9,9,9,9.0,9.0,3,4.0,6.0,3,2,1,2,1,1.0,6.0,1,18.0,1.0,1,1,2,2.0,2.0,1.0,1.0,1.0,0.0,515,Weekday,85,2,2,0,2,1
10.0,5679.3598,0,1,2000,3,9,9,9,9,9,9,9.0,9.0,3,4.0,6.0,3,2,1,2,1,1.0,6.0,1,18.0,1.0,1,1,2,2.0,2.0,1.0,1.0,1.0,0.0,515,Weekday,85,2,2,0,2,1
11.0,5679.3598,100,1,0,8,9,9,9,9,9,9,9.0,9.0,3,4.0,6.0,3,2,1,2,1,1.0,6.0,1,18.0,1.0,1,1,2,2.0,2.0,1.0,1.0,1.0,0.0,515,Weekday,85,2,2,0,2,1
12.0,5679.3598,200,1,100,9,9,9,9,9,9,9,9.0,9.0,3,4.0,6.0,3,2,1,2,1,1.0,6.0,1,18.0,1.0,1,1,2,2.0,2.0,1.0,1.0,1.0,0.0,515,Weekday,85,2,2,0,2,1
13.0,5679.3598,400,1,200,5,9,9,9,9,9,9,9.0,9.0,3,4.0,6.0,3,2,1,2,1,1.0,6.0,1,18.0,1.0,1,1,2,2.0,2.0,1.0,1.0,1.0,0.0,515,Weekday,85,2,2,0,2,1
1.0,4087.8882,600,1,400,5,2,1,1,2,2,2,2.0,2.0,3,5.0,1.0,3,2,1,2,1,2.0,6.0,5,15.0,1.0,1,1,5,6.0,1.0,1.0,1.0,1.0,0.0,515,Weekend,85,2,2,0,2,1
2.0,4087.8882,700,1,600,5,2,1,1,2,2,2,2.0,2.0,3,5.0,1.0,3,2,1,2,1,2.0,6.0,5,15.0,1.0,1,1,5,6.0,1.0,1.0,1.0,1.0,0.0,515,Weekend,85,2,2,0,2,1
3.0,4087.8882,800,1,700,2,2,1,1,2,2,2,2.0,2.0,3,5.0,1.0,3,2,1,2,1,2.0,6.0,5,15.0,1.0,1,1,5,6.0,1.0,1.0,1.0,1.0,0.0,515,Weekend,85,2,2,0,2,1
4.0,4087.8882,1000,1,800,3,2,1,1,2,2,2,2.0,2.0,3,5.0,1.0,3,2,1,2,1,2.0,6.0,5,15.0,1.0,1,1,5,6.0,1.0,1.0,1.0,1.0,0.0,515,Weekend,85,2,2,0,2,1
5.0,4087.8882,1020,1,1000,2,2,2,1,2,2,2,2.0,2.0,3,5.0,1.0,3,2,1,2,1,2.0,6.0,5,15.0,1.0,1,1,5,6.0,1.0,1.0,1.0,1.0,0.0,515,Weekend,85,2,2,0,2,1
6.0,4087.8882,1120,1,1020,3,2,2,1,2,2,2,2.0,2.0,3,5.0,1.0,3,2,1,2,1,2.0,6.0,5,15.0,1.0,1,1,5,6.0,1.0,1.0,1.0,1.0,0.0,515,Weekend,85,2,2,0,2,1
7.0,4087.8882,1200,1,1120,2,2,2,1,2,2,2,2.0,2.0,3,5.0,1.0,3,2,1,2,1,2.0,6.0,5,15.0,1.0,1,1,5,6.0,1.0,1.0,1.0,1.0,0.0,515,Weekend,85,2,2,0,2,1
