EMPIN,TOTINC,INCTAX,CIP,HRSWRK,NOCS,HHSIZE,CF_RP,COW,MODE,YEAR,CITIZEN,AGEGRP,CFSTAT,POWST,GENSTAT,LFTAG,PR,ATTSCH,CMA,KOL,MARSTH,EFSIZE,SEX,CFSIZE,BEDRM,ROOM,CONDO,REPAIR,DTYPE
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,2,9,999,2,1,4,2,4,2,3,0,1,1
79970.875,91771.16,19877.738,8,5,9,2,1,1,7,2025,1,11,1,4,4,1,1,1,999,1,2,2,2,2,3,4,0,2,1
15970.876,27771.152,2877.7388,8,3,7,2,3,1,6,2025,3,5,6,2,1,1,5,2,933,1,1,2,1,2,2,3,0,3,2
10970.876,27771.152,2877.7388,13,0,99,5,2,9,9,2025,2,5,1,9,3,13,4,1,933,1,2,5,1,5,3,3,0,1,1
10970.876,61771.152,5877.739,13,0,99,2,1,9,9,2025,1,13,2,9,2,13,5,1,933,1,3,2,1,2,2,2,1,1,2
20970.875,36771.152,3877.7388,13,2,7,2,2,1,2,2025,1,11,1,4,3,1,5,1,999,1,1,2,1,2,2,3,0,1,1
106970.875,110771.16,29877.738,7,5,2,2,1,1,9,2025,1,4,1,1,4,1,2,1,462,3,1,2,2,2,2,3,0,1,3
42970.875,60771.152,7877.739,13,6,7,2,1,1,2,2025,1,10,2,4,2,1,3,1,999,3,3,2,1,2,3,4,0,1,1
10970.876,46771.152,4877.739,8,0,99,2,3,9,9,2025,2,13,6,9,1,13,4,1,835,1,3,2,2,2,2,2,0,1,1
10970.876,16771.152,2877.7388,13,0,99,1,2,9,9,2025,1,3,3,9,4,14,1,2,999,1,1,1,2,1,1,1,0,2,2
24970.875,39771.152,4877.739,7,4,6,1,3,2,9,2025,1,5,5,1,3,1,3,1,999,1,1,1,2,1,2,4,0,2,3
11970.876,29771.152,2878.7388,5,0,99,6,2,9,9,2025,1,8,1,9,2,13,5,1,999,1,2,6,1,6,2,4,0,1,1
10969.876,31771.152,2877.7388,13,0,99,2,1,9,9,2025,3,13,2,9,1,14,3,1,535,1,2,2,1,2,2,2,0,1,1
43970.875,47771.152,6877.739,13,6,8,4,2,1,2,2025,1,8,1,2,4,1,2,1,462,2,1,4,2,4,2,4,0,2,1
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,4,9,4,99,1,9,999,3,1,3,1,3,3,4,0,1,3
10970.876,40771.152,5877.739,13,0,99,2,2,9,9,2025,1,13,1,9,4,13,4,1,835,3,2,2,1,2,1,1,1,1,2
27970.875,39771.152,2878.7388,13,5,8,3,3,1,2,2025,1,5,6,2,4,1,3,1,999,1,1,3,2,3,2,3,0,1,1
23970.875,33771.152,2877.7388,1,2,7,3,2,1,5,2025,3,5,1,5,1,1,3,1,535,1,2,3,1,3,2,4,0,1,1
36970.875,45771.152,4877.739,4,4,4,2,1,1,2,2025,2,7,1,5,1,1,2,2,462,3,1,2,1,2,2,2,0,2,3
19970.875,35771.152,2877.7388,13,0,99,4,2,9,9,2025,1,11,1,9,4,13,5,1,999,1,2,4,1,4,2,4,0,1,1
10969.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,3,99,3,9,999,1,1,4,1,4,2,2,0,1,2
26970.875,50771.152,8877.738,10,3,6,4,2,2,9,2025,1,8,1,1,1,1,3,1,999,1,2,4,1,4,2,3,0,2,1
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,2,3,9,3,99,3,9,535,1,1,4,1,4,2,1,1,1,2
10970.876,24771.152,2877.7388,13,0,99,2,2,9,9,2025,1,13,1,9,4,14,4,1,999,1,2,2,1,2,3,3,0,1,1
88970.875,126771.16,27877.738,5,4,2,2,2,1,2,2025,1,12,1,4,4,1,2,1,462,3,1,2,2,2,2,1,1,1,2
46970.875,56771.152,11877.738,8,5,8,3,2,1,2,2025,1,6,1,6,4,1,2,1,462,2,1,3,2,3,2,4,0,1,1
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,3,9,4,99,4,9,999,1,1,3,1,3,2,3,0,1,1
48970.875,58771.152,9877.738,8,5,8,3,2,1,2,2025,1,10,1,4,4,1,2,1,999,3,1,3,2,3,2,3,0,1,1
10970.876,16771.152,2877.7388,99,99,99,5,2,9,9,2025,1,1,3,9,4,99,2,9,999,2,1,5,2,5,2,4,0,1,1
71970.875,85771.16,13877.738,1,8,5,5,1,1,2,2025,1,7,1,5,4,1,3,1,999,1,2,5,1,5,2,4,0,1,1
37970.875,76771.16,8877.738,10,2,4,3,1,2,9,2025,1,10,2,1,4,1,2,1,999,2,1,3,1,3,3,4,0,1,1
64970.875,68771.16,12877.738,13,5,8,4,1,1,2,2025,1,10,1,2,4,1,3,1,535,1,2,4,2,4,3,4,0,2,2
12970.876,60771.152,9877.738,13,4,8,2,1,2,2,2025,2,12,1,2,1,1,2,1,462,3,2,2,2,2,2,3,0,1,1
86970.875,92771.16,11877.738,2,5,6,3,1,1,9,2025,1,7,1,1,2,1,3,1,535,1,2,3,2,2,2,2,0,1,1
10970.876,24771.152,2877.7388,13,0,99,3,3,9,9,2025,1,12,7,9,2,13,3,1,999,1,1,3,1,1,1,2,0,1,2
34970.875,59771.152,6877.739,13,2,8,3,1,1,2,2025,1,7,2,2,4,1,4,1,999,1,1,2,2,2,3,3,0,1,1
45970.875,57771.152,6877.739,8,0,10,3,2,1,4,2025,3,8,1,2,1,2,2,2,462,3,2,3,2,3,3,3,0,1,2
1970.876,16771.152,2877.7388,11,0,7,2,2,2,9,2025,1,10,1,9,3,3,3,1,999,1,1,2,1,2,2,3,0,2,1
18970.875,33771.152,2877.7388,11,0,99,4,1,9,9,2025,1,5,1,9,4,13,3,1,999,1,1,4,1,4,3,4,0,1,1
53970.875,53771.152,5877.739,2,5,6,2,2,1,9,2025,1,8,1,1,4,1,3,2,999,3,1,2,1,2,2,2,0,3,2
10970.876,22771.152,2877.7388,13,0,8,2,2,2,2,2025,3,7,1,2,1,2,3,1,999,1,2,2,2,2,2,4,0,1,1
10970.876,43771.152,6877.739,8,0,99,2,2,9,9,2025,1,12,1,9,4,13,2,1,999,2,1,2,2,2,3,4,0,1,1
20970.875,34771.152,3877.7388,8,3,7,3,2,1,2,2025,3,5,1,4,1,1,4,2,825,1,2,3,2,3,2,3,0,1,2
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,2,3,9,4,99,3,9,999,3,1,4,2,4,3,3,0,2,1
10970.876,47771.152,4877.739,13,0,99,1,3,9,9,2025,1,13,5,9,4,13,2,1,462,3,3,1,1,1,2,4,0,3,1
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,4,9,4,99,3,9,535,1,1,3,1,2,2,2,1,1,2
35970.875,55771.152,8877.738,13,3,2,1,3,1,2,2025,1,11,5,4,4,1,2,1,462,3,3,1,1,1,1,1,1,1,2
19970.875,31771.152,2877.7388,4,3,2,4,2,1,2,2025,1,11,1,4,4,1,3,1,999,1,2,4,1,4,2,2,0,1,2
53970.875,53771.152,7877.739,11,6,3,2,2,1,2,2025,1,6,4,2,4,1,3,1,535,1,1,2,2,2,2,2,0,2,1
30970.875,59771.152,4877.739,10,0,4,2,1,1,9,2025,1,5,2,9,3,11,2,2,462,3,2,2,1,2,1,1,0,1,3
31970.875,49771.152,5877.739,13,0,8,3,1,1,9,2025,1,10,1,9,4,11,3,1,999,1,2,3,2,3,1,1,0,1,2
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,3,9,535,1,1,4,1,4,2,3,1,1,3
96970.875,156771.16,33877.74,13,5,7,2,1,3,2,2025,1,10,1,5,4,1,5,1,933,1,1,2,1,2,2,4,1,1,1
10970.876,40771.152,6877.739,3,0,99,2,2,9,9,2025,1,12,1,9,4,13,3,1,999,3,2,2,1,2,2,3,0,1,1
10970.876,16771.152,2877.7388,99,99,99,5,2,9,9,2025,1,1,3,9,3,99,5,9,999,1,1,5,1,5,2,4,0,1,1
10971.876,32771.152,2877.7388,8,0,99,3,2,9,9,2025,1,8,1,9,4,13,1,1,999,1,1,3,1,3,2,2,1,1,2
10970.876,16771.152,2877.7388,99,99,99,2,2,9,9,2025,1,1,4,9,3,99,2,9,999,2,1,2,1,2,1,3,0,1,1
10970.876,16771.152,2877.7388,99,99,99,6,2,9,9,2025,1,2,3,9,4,99,2,9,462,2,1,6,2,6,2,2,0,1,1
10970.876,24771.152,2877.7388,2,0,99,2,2,9,9,2025,2,11,1,9,1,13,5,1,462,1,2,2,1,2,2,1,0,1,2
40970.875,47771.152,5877.739,13,6,10,3,2,1,2,2025,1,9,1,4,4,1,2,1,462,2,1,3,2,3,2,2,0,1,3
22970.875,60771.152,5877.739,8,0,3,2,1,1,9,2025,1,12,1,9,3,12,3,1,999,1,1,2,2,2,2,2,0,3,1
10970.876,23771.152,2877.7388,13,0,99,1,3,9,9,2025,1,12,5,9,4,13,3,1,999,1,1,1,1,1,3,4,0,2,1
77970.875,76771.16,14877.738,5,5,2,2,2,1,9,2025,1,11,1,1,4,1,1,1,999,3,1,2,1,2,1,1,0,1,1
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,5,9,999,1,1,4,2,4,2,2,0,2,3
78970.875,81771.16,9877.738,13,6,2,3,1,1,9,2025,1,9,1,1,3,1,3,1,999,1,1,3,1,3,2,3,0,1,1
108970.875,114771.16,21877.738,8,5,3,2,2,1,2,2025,1,11,1,4,4,1,5,1,999,1,2,2,2,2,2,2,0,2,1
10970.876,47771.152,7877.739,8,0,99,2,2,9,9,2025,2,13,1,9,1,13,4,1,999,1,2,2,2,2,2,3,0,1,1
10970.876,16771.152,2877.7388,99,99,99,5,2,9,9,2025,1,1,3,9,4,99,1,9,999,3,1,5,1,5,3,4,0,1,1
40970.875,115771.16,18877.738,13,0,10,2,1,4,9,2025,1,12,1,9,4,11,5,1,933,1,2,2,2,2,3,4,0,1,2
10970.876,16771.152,2877.7388,99,99,99,6,2,9,9,2025,1,1,3,9,4,99,3,9,999,1,1,6,1,6,2,2,0,2,3
34970.875,91771.16,11877.738,5,0,99,1,3,9,9,2025,1,12,5,9,4,13,4,1,835,3,3,1,2,1,3,4,0,2,3
59970.875,63771.152,9877.738,13,5,7,4,1,1,2,2025,1,6,1,4,4,1,4,1,835,1,2,4,2,4,3,3,0,1,3
10970.876,18771.152,2877.7388,11,2,7,2,2,1,2,2025,1,4,4,6,3,1,2,2,999,2,1,2,2,2,2,2,0,1,1
28970.875,39771.152,2877.7388,13,0,7,4,2,1,9,2025,1,8,1,9,4,11,3,1,999,1,2,4,1,4,2,3,0,1,1
65970.875,88771.16,13877.738,4,5,2,3,1,2,9,2025,1,7,1,1,4,1,2,1,999,3,2,3,2,3,2,2,0,1,1
50970.875,60771.152,7877.739,13,5,4,2,2,1,2,2025,1,11,1,5,4,1,3,1,999,1,2,2,1,2,2,2,0,2,1
10970.876,21771.152,2877.7388,13,0,99,2,2,9,9,2025,1,12,1,9,4,14,2,1,999,2,2,2,1,2,1,2,0,2,2
61970.875,70771.16,11877.738,8,5,7,2,1,1,2,2025,1,10,1,4,4,1,3,1,999,1,2,2,2,2,2,3,0,3,1
10970.876,30771.152,2877.7388,13,0,99,2,2,9,9,2025,1,12,1,9,4,13,3,1,999,1,2,2,1,2,3,4,0,1,1
10970.876,34771.152,3877.7388,5,0,99,2,2,9,9,2025,1,10,1,9,4,13,1,1,999,1,2,2,1,2,2,3,0,1,1
18970.875,23771.152,2877.7388,13,4,8,2,2,1,2,2025,1,3,4,2,4,1,5,2,999,1,1,2,2,2,2,2,0,1,1
18970.875,65771.16,9877.738,8,0,99,2,1,9,9,2025,1,8,2,9,4,13,2,1,462,3,1,2,1,2,2,1,0,1,1
10970.876,33771.152,2877.7388,13,0,99,2,2,9,9,2025,1,12,1,9,4,13,4,1,999,1,2,2,2,2,2,3,0,1,1
25970.875,56771.152,8877.738,13,4,8,1,3,2,2,2025,1,6,5,2,4,1,4,1,999,1,3,1,2,1,3,4,0,1,1
150970.88,136771.16,31877.738,13,5,3,3,1,1,9,2025,1,9,1,1,2,1,3,1,535,1,2,3,2,3,2,1,0,1,2
51970.875,71771.16,10877.738,4,0,5,3,1,1,2,2025,1,6,1,2,3,2,3,1,999,1,2,3,2,3,1,2,0,1,2
53970.875,69771.16,10877.738,8,3,10,3,1,1,2,2025,2,11,1,5,1,1,3,1,999,1,2,3,2,3,2,3,0,2,1
25970.875,33771.152,3877.7388,13,5,7,3,2,1,2,2025,1,10,3,4,4,1,3,1,535,1,1,3,2,3,3,3,0,1,1
10970.876,31771.152,2877.7388,13,0,99,3,1,9,9,2025,1,8,2,9,4,13,5,1,999,1,1,3,1,3,2,4,0,1,1
10970.876,48771.152,7877.739,10,0,99,1,3,9,9,2025,1,13,5,9,4,13,1,1,999,1,3,1,1,1,2,3,0,1,1
10970.876,49771.152,4877.739,4,0,99,1,3,9,9,2025,1,13,5,9,4,13,3,1,999,3,3,1,1,1,1,1,1,1,2
10970.876,16771.152,2877.7388,99,99,99,2,2,9,9,2025,1,1,3,9,4,99,2,9,462,2,1,2,2,2,2,2,1,1,1
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,3,9,4,99,3,9,999,1,1,3,1,3,2,2,0,1,3
120970.875,126771.16,25877.738,5,5,7,2,1,1,9,2025,1,11,1,1,2,1,3,1,535,1,2,2,2,2,2,4,0,1,1
33970.875,52771.152,7877.739,13,3,8,1,3,1,2,2025,1,6,5,2,4,1,4,1,999,1,1,1,2,1,3,2,0,1,1
80970.875,101771.16,21877.738,8,6,2,2,2,1,1,2025,1,5,1,4,4,1,2,1,462,3,1,2,1,2,3,4,0,1,1
29970.875,42771.152,3877.7388,13,0,99,4,2,9,9,2025,3,9,1,9,1,10,5,1,933,4,2,4,2,4,3,4,0,1,1
25970.875,31771.152,3877.7388,8,4,8,4,2,1,2,2025,1,5,3,2,4,1,3,1,999,1,1,4,2,4,2,3,0,1,1
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,1,9,999,1,1,4,2,4,3,3,0,1,3
94970.875,96771.16,15877.738,5,5,7,3,2,1,9,2025,1,11,1,1,3,1,5,1,933,1,2,3,1,3,3,4,0,2,1
28970.875,58771.152,5877.739,9,1,7,1,3,1,2,2025,1,8,5,5,4,1,5,1,999,1,3,1,2,1,2,1,1,1,2
223671.88,226771.16,39877.74,13,5,3,3,1,1,6,2025,1,11,1,4,4,1,4,1,825,3,2,3,1,2,2,4,0,1,1
10970.876,38771.152,4877.739,5,0,99,2,2,9,9,2025,1,12,1,9,4,13,4,1,999,1,2,2,1,2,1,2,0,1,1
14970.876,38771.152,2878.7388,13,3,7,2,2,1,2,2025,1,12,1,4,4,1,5,1,999,3,2,2,1,2,3,3,0,1,1
10970.876,17771.152,2877.7388,13,0,7,3,2,1,9,2025,1,5,4,9,3,3,3,1,535,1,1,3,1,3,2,3,1,1,2
10970.876,16771.152,2877.7388,99,99,99,5,2,9,9,2025,1,1,3,9,4,99,3,9,999,3,1,5,2,5,2,3,0,2,1
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,4,9,4,99,3,9,999,1,1,3,2,3,2,2,0,1,1
10970.876,26771.152,2877.7388,13,0,99,2,2,9,9,2025,1,12,1,9,3,13,5,1,999,1,1,2,1,2,2,2,0,1,1
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,3,9,4,99,2,9,999,2,1,3,1,3,2,2,0,1,1
25970.875,41771.152,2878.7388,13,1,7,2,2,1,5,2025,1,11,1,2,4,1,4,1,999,1,2,2,1,2,3,3,0,1,1
10970.876,16771.152,2877.7388,99,99,99,2,2,9,9,2025,1,2,4,9,4,99,2,9,999,2,1,2,1,2,2,2,0,1,1
10970.876,42771.152,5877.739,3,0,99,2,1,9,9,2025,1,12,1,9,4,13,3,1,999,1,2,2,1,2,2,2,1,3,2
40970.875,49771.152,2878.7388,13,4,2,5,1,1,2,2025,1,8,1,5,4,1,4,1,999,1,2,5,1,5,2,2,0,3,1
13970.876,72771.16,18877.738,5,0,99,2,1,9,9,2025,1,13,1,9,4,13,2,1,462,3,2,2,2,2,2,2,0,1,3
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,3,9,4,99,4,9,999,1,1,3,2,3,2,3,0,2,2
82970.875,99771.16,18877.738,5,6,2,2,2,3,9,2025,1,8,1,1,4,1,4,1,999,1,2,2,2,2,1,1,0,1,2
10970.876,37771.152,2877.7388,13,0,99,1,3,9,9,2025,2,13,5,9,1,13,3,1,535,1,3,1,1,1,2,2,0,1,3
150970.88,156771.16,42877.74,5,5,2,5,1,1,9,2025,1,8,1,1,2,1,3,1,535,1,2,5,2,5,2,2,0,1,1
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,5,9,933,1,1,4,1,4,2,2,0,1,2
10970.876,17771.152,2877.7388,13,0,9,3,3,1,9,2025,1,3,3,9,4,12,4,2,999,1,1,1,1,1,1,1,1,1,2
29970.875,38771.152,2877.7388,13,0,7,1,3,1,7,2025,1,11,5,4,4,2,2,1,999,2,2,1,1,1,2,2,0,1,1
64970.875,91771.16,15877.738,10,0,2,3,1,1,2,2025,1,6,1,4,4,2,3,1,535,1,2,3,1,3,2,3,0,1,1
49970.875,79771.16,16877.738,5,0,2,2,2,1,9,2025,1,11,1,9,4,9,2,1,999,2,2,2,2,2,2,3,0,1,1
10970.876,42771.152,5877.739,13,1,2,2,1,2,2,2025,1,12,1,6,4,1,3,1,999,1,2,2,2,2,2,2,0,2,3
11970.876,28771.152,2877.7388,13,0,99,6,1,9,9,2025,1,7,1,9,4,10,4,1,999,1,2,6,1,6,2,1,0,1,1
28970.875,35771.152,2878.7388,13,3,2,2,2,1,9,2025,1,6,4,1,4,1,4,2,825,1,1,2,1,2,3,3,0,2,1
10970.876,37771.152,2878.7388,7,0,99,3,1,9,9,2025,2,10,2,9,1,13,3,1,535,1,1,3,2,3,2,1,1,1,2
33970.875,44771.152,3877.7388,6,2,10,3,2,1,2,2025,1,9,1,2,4,1,4,1,999,1,1,3,2,3,3,4,0,1,2
10970.876,26771.152,2877.7388,2,0,8,2,1,2,9,2025,1,12,2,9,4,12,4,1,835,1,2,2,2,2,1,1,1,1,2
33970.875,57771.152,8877.738,8,0,99,1,3,9,9,2025,2,11,5,9,1,9,2,1,462,2,2,4,2,4,1,2,0,2,1
84970.875,92771.16,10877.738,10,4,4,2,2,1,6,2025,1,9,1,5,4,1,5,1,933,1,2,2,1,2,1,1,0,1,2
10970.876,35771.152,3877.7388,13,0,99,2,2,9,9,2025,1,13,1,9,4,13,2,1,999,2,2,2,1,2,3,4,0,1,1
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,3,9,2,99,3,9,535,1,1,3,1,3,2,3,0,1,1
94970.875,90771.16,12877.738,13,5,2,4,1,1,9,2025,1,7,1,1,4,1,3,1,999,1,2,4,1,4,2,2,0,1,1
10970.876,16771.152,2877.7388,99,99,99,1,2,9,9,2025,1,1,3,9,4,99,2,9,999,2,1,1,1,1,1,1,0,1,2
210499.88,156771.16,41877.74,5,5,2,4,1,1,9,2025,1,7,1,1,4,1,3,1,999,3,2,4,2,4,3,4,0,2,1
58970.875,76771.16,10877.738,8,5,10,1,3,1,2,2025,3,7,5,4,1,1,4,1,999,1,3,1,2,1,2,2,1,1,3
13970.876,36771.152,2878.7388,9,3,9,2,2,3,9,2025,1,10,1,1,4,1,2,1,999,2,2,2,2,2,2,3,0,1,1
10970.876,21771.152,2877.7388,13,0,99,2,2,9,9,2025,3,13,1,9,1,14,3,2,999,1,2,2,1,2,3,4,0,1,1
57970.875,84771.16,11877.738,4,7,2,2,1,1,2,2025,1,13,1,2,3,1,3,1,999,1,2,2,1,2,3,3,0,2,1
31970.875,30771.152,2877.7388,13,5,8,1,3,1,2,2025,1,5,5,2,4,1,2,1,462,2,1,1,2,1,3,4,0,2,1
30970.875,55771.152,8877.738,13,0,99,4,1,9,9,2025,1,10,1,9,4,13,3,1,999,1,2,4,2,4,3,4,0,2,1
11970.876,70771.16,13877.738,10,0,99,1,3,9,9,2025,1,13,5,9,3,13,4,1,999,1,3,1,1,1,2,2,1,1,1
10970.876,16771.152,2877.7388,99,99,99,5,2,9,9,2025,1,1,3,9,4,99,4,9,835,1,1,5,1,5,3,4,0,1,1
65970.875,74771.16,13877.738,8,5,10,1,3,1,2,2025,1,11,5,4,4,1,2,1,999,2,1,1,2,1,2,3,0,2,1
81970.875,87771.16,14877.738,4,4,5,4,2,1,2,2025,1,7,1,6,3,1,2,1,462,3,2,4,1,4,3,4,0,1,1
10970.876,25771.152,2877.7388,13,0,99,2,1,9,9,2025,1,13,2,9,4,13,3,1,999,1,3,2,1,2,2,3,0,3,1
45970.875,57771.152,6877.739,13,5,8,2,1,1,2,2025,1,9,2,5,4,1,1,1,999,1,1,2,2,2,2,3,0,1,3
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,3,1,3,9,1,99,3,9,535,1,1,4,1,4,1,1,1,1,3
64970.875,70771.16,7877.739,10,4,5,4,2,1,9,2025,1,7,1,1,2,1,3,1,535,1,2,4,1,4,2,1,0,1,3
40970.875,48771.152,2877.7388,8,4,5,4,2,1,6,2025,1,6,1,4,4,1,2,1,999,3,1,4,1,4,2,2,0,2,2
10970.876,32771.152,3877.7388,5,1,2,1,3,2,2,2025,1,9,5,4,4,1,2,2,999,3,1,1,2,1,3,4,0,1,1
10970.876,26771.152,2877.7388,5,0,99,2,1,9,9,2025,2,12,2,9,1,13,5,1,999,1,3,2,1,2,1,2,0,2,2
45970.875,58771.152,6877.739,1,5,5,2,2,1,7,2025,1,10,1,4,4,1,4,1,999,1,2,2,1,2,1,1,0,1,2
21970.875,30771.152,2878.7388,13,10,8,1,3,2,9,2025,1,5,5,1,2,1,3,1,535,1,1,1,2,1,2,2,0,3,3
110970.875,116771.16,15877.738,6,5,5,2,2,1,2,2025,1,5,1,4,2,1,3,1,535,1,2,2,1,2,2,4,0,1,1
17970.875,38771.152,2877.7388,5,5,7,3,3,2,4,2025,2,10,6,4,1,1,3,1,535,1,3,3,1,3,2,2,1,1,2
41970.875,45771.152,4877.739,5,4,7,4,1,1,2,2025,2,11,1,6,1,1,3,1,535,1,2,4,1,4,1,1,0,3,2
54970.875,126771.16,27877.738,3,4,5,1,3,2,2,2025,1,12,5,4,4,1,4,1,835,3,1,1,2,1,2,3,1,1,3
10970.876,19771.152,2877.7388,13,0,99,2,3,9,9,2025,3,4,6,9,1,14,4,2,825,1,1,1,1,1,1,2,1,1,2
9970.876,16771.152,2877.7388,99,99,99,5,2,9,9,2025,1,2,3,9,4,99,2,9,999,2,1,5,1,5,2,4,0,2,1
10970.876,16771.152,2877.7388,99,99,99,5,2,9,9,2025,1,2,3,9,4,99,2,9,999,3,1,5,2,5,2,3,0,1,1
10970.876,30771.152,2877.7388,13,0,99,1,3,9,9,2025,1,12,5,9,4,13,3,1,999,3,3,1,1,1,2,3,0,2,1
10970.876,31771.152,2877.7388,13,0,9,1,3,2,9,2025,1,11,5,9,4,4,3,1,999,1,3,1,2,1,2,1,1,1,2
199923.88,310485.16,80877.74,4,8,1,2,1,3,9,2025,1,9,1,1,4,1,1,1,999,1,2,2,2,2,2,4,0,2,1
10970.876,37771.152,3877.7388,8,0,99,2,2,9,9,2025,1,12,1,9,4,13,2,1,462,3,2,2,1,2,1,1,0,1,2
65970.875,80771.16,15877.738,13,5,10,2,1,1,2,2025,1,11,1,5,4,1,4,1,999,1,2,2,2,2,2,3,0,2,1
47970.875,69771.16,8877.738,4,1,2,2,1,1,2,2025,1,8,1,6,2,1,3,1,535,1,2,2,1,2,2,3,0,1,3
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,4,9,4,99,2,9,462,2,1,3,1,3,2,4,0,1,1
44970.875,47771.152,9877.738,13,5,8,6,2,1,2,2025,1,7,1,6,4,1,3,1,999,1,1,6,2,6,3,3,0,2,3
70970.875,73771.16,16877.738,5,5,2,2,3,1,9,2025,1,5,6,1,4,1,2,1,462,3,1,2,1,2,2,3,0,1,1
10970.876,34771.152,2877.7388,13,0,99,3,1,9,9,2025,1,13,1,9,4,13,4,1,999,1,2,3,2,3,2,2,0,1,2
10970.876,22771.152,2877.7388,13,0,99,3,1,9,9,2025,2,12,2,9,1,13,3,1,535,1,1,3,1,3,2,1,1,1,2
81970.875,87771.16,19877.738,5,5,1,2,1,1,2,2025,1,10,1,6,4,1,2,2,999,3,1,2,2,2,2,3,0,1,1
87970.875,104771.16,17877.738,9,10,9,5,2,3,9,2025,1,8,1,1,4,1,2,1,999,3,1,5,2,5,3,3,0,1,3
10970.876,39771.152,2878.7388,13,0,99,2,1,9,9,2025,1,13,2,9,4,13,4,1,835,1,3,2,1,2,2,2,1,1,2
10970.876,45771.152,7877.739,10,0,99,2,2,9,9,2025,1,12,1,9,4,13,4,1,999,1,2,2,1,2,3,3,0,1,1
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,1,9,999,1,1,4,1,4,2,1,0,2,2
37970.875,36771.152,2878.7388,4,5,7,3,2,1,2,2025,1,10,1,4,4,1,4,1,999,1,2,3,1,3,2,3,0,2,1
19970.875,39771.152,6877.739,8,0,99,2,2,9,9,2025,1,11,1,9,2,13,3,1,535,1,1,2,2,2,3,3,0,1,2
47970.875,51771.152,6877.739,13,5,8,3,1,1,2,2025,1,10,1,2,4,1,1,1,999,1,2,3,2,3,3,4,0,1,1
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,2,4,9,4,99,3,9,999,1,1,3,2,2,2,3,0,2,1
13970.876,23771.152,2877.7388,13,0,9,3,2,1,9,2025,1,5,3,9,4,11,1,1,999,1,1,3,2,3,2,3,0,2,3
10970.876,52771.152,8877.738,5,0,99,2,1,9,9,2025,2,12,1,9,1,13,5,1,999,1,2,2,2,2,2,4,0,1,1
10970.876,22771.152,2877.7388,10,0,99,2,2,9,9,2025,2,8,1,9,1,14,3,2,535,1,2,2,1,2,1,1,0,1,1
10970.876,49771.152,4877.739,1,0,99,2,2,9,9,2025,1,13,1,9,3,14,5,1,999,1,2,2,1,2,3,4,0,1,1
77970.875,75771.16,10877.738,7,5,3,2,2,1,2,2025,1,5,1,4,1,1,3,1,999,1,1,2,2,2,2,3,0,1,1
10970.876,16772.152,2877.7388,99,99,99,6,2,9,9,2025,1,2,3,9,2,99,3,9,999,1,1,6,2,6,1,4,0,2,3
20970.875,35771.152,2877.7388,13,1,5,1,2,1,7,2025,1,7,3,4,4,1,3,1,999,3,1,4,1,1,3,4,0,3,1
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,4,9,835,1,1,4,1,4,2,2,0,2,1
16970.875,43771.152,2878.7388,11,0,99,1,3,9,9,2025,1,11,5,9,2,13,2,1,999,3,1,1,1,1,2,2,0,1,2
10970.876,46771.152,5877.739,13,0,99,2,1,9,9,2025,1,12,1,9,4,14,2,1,462,3,2,2,2,2,2,1,0,2,1
150970.88,146771.16,40877.74,4,5,2,4,1,1,9,2025,1,7,1,1,3,1,3,1,999,1,2,4,2,4,2,2,0,1,2
63970.875,89771.16,20877.738,8,5,8,6,1,3,2,2025,1,7,1,4,4,1,2,1,462,2,1,6,2,6,1,1,1,1,2
64970.875,96771.16,16877.738,5,0,7,4,1,3,9,2025,2,8,1,1,1,2,5,1,933,1,2,4,1,4,3,4,0,1,1
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,3,9,999,1,1,4,1,4,3,2,0,1,1
